campaign_product_id,product_name,subscription_plan
38246,300 TOKEN PACK,pro
38247,310 TOKEN PACK,pro
38248,320 TOKEN PACK,pro
38249,330 TOKEN PACK,pro
38250,340 TOKEN PACK,pro
38251,350 TOKEN PACK,pro
38252,360 TOKEN PACK,pro
38253,370 TOKEN PACK,pro
38254,380 TOKEN PACK,pro
38255,390 TOKEN PACK,pro
38256,400 TOKEN PACK,pro
38257,410 TOKEN PACK,pro
38258,420 TOKEN PACK,pro
38259,430 TOKEN PACK,pro
38260,440 TOKEN PACK,pro
38261,450 TOKEN PACK,pro
38262,460 TOKEN PACK,pro
38263,470 TOKEN PACK,pro
38264,480 TOKEN PACK,pro
38265,490 TOKEN PACK,pro
38266,500 TOKEN PACK,pro
